date_id,full_date,year,month,day,weeknum,day_of_week,quarter
1110,2014-01-14,2014,1,14,3,Tuesday,1
1111,2014-01-15,2014,1,15,3,Wednesday,1
1112,2014-01-16,2014,1,16,3,Thursday,1
1113,2014-01-17,2014,1,17,3,Friday,1
1114,2014-01-18,2014,1,18,3,Saturday,1
1115,2014-01-19,2014,1,19,3,Sunday,1
1116,2014-01-20,2014,1,20,4,Monday,1
1117,2014-01-21,2014,1,21,4,Tuesday,1
1118,2014-01-22,2014,1,22,4,Wednesday,1
1119,2014-01-23,2014,1,23,4,Thursday,1
1120,2014-01-24,2014,1,24,4,Friday,1
1121,2014-01-25,2014,1,25,4,Saturday,1
1122,2014-01-26,2014,1,26,4,Sunday,1
1123,2014-01-27,2014,1,27,5,Monday,1
1124,2014-01-28,2014,1,28,5,Tuesday,1
1125,2014-01-29,2014,1,29,5,Wednesday,1
1126,2014-01-30,2014,1,30,5,Thursday,1
1127,2014-01-31,2014,1,31,5,Friday,1
1128,2014-02-01,2014,2,1,5,Saturday,1
1129,2014-02-02,2014,2,2,5,Sunday,1
1130,2014-02-03,2014,2,3,6,Monday,1
1131,2014-02-04,2014,2,4,6,Tuesday,1
1132,2014-02-05,2014,2,5,6,Wednesday,1
1133,2014-02-06,2014,2,6,6,Thursday,1
1134,2014-02-07,2014,2,7,6,Friday,1
1135,2014-02-08,2014,2,8,6,Saturday,1
1136,2014-02-09,2014,2,9,6,Sunday,1
1137,2014-02-10,2014,2,10,7,Monday,1
1138,2014-02-11,2014,2,11,7,Tuesday,1
1139,2014-02-12,2014,2,12,7,Wednesday,1
1140,2014-02-13,2014,2,13,7,Thursday,1
1141,2014-02-14,2014,2,14,7,Friday,1
1142,2014-02-15,2014,2,15,7,Saturday,1
1143,2014-02-16,2014,2,16,7,Sunday,1
1144,2014-02-17,2014,2,17,8,Monday,1
1145,2014-02-18,2014,2,18,8,Tuesday,1
1146,2014-02-19,2014,2,19,8,Wednesday,1
1147,2014-02-20,2014,2,20,8,Thursday,1
1148,2014-02-21,2014,2,21,8,Friday,1
1149,2014-02-22,2014,2,22,8,Saturday,1
1150,2014-02-23,2014,2,23,8,Sunday,1
1151,2014-02-24,2014,2,24,9,Monday,1
1152,2014-02-25,2014,2,25,9,Tuesday,1
1153,2014-02-26,2014,2,26,9,Wednesday,1
1154,2014-02-27,2014,2,27,9,Thursday,1
1155,2014-02-28,2014,2,28,9,Friday,1
1156,2014-03-01,2014,3,1,9,Saturday,1
1157,2014-03-02,2014,3,2,9,Sunday,1
1158,2014-03-03,2014,3,3,10,Monday,1
1159,2014-03-04,2014,3,4,10,Tuesday,1
1160,2014-03-05,2014,3,5,10,Wednesday,1
1161,2014-03-06,2014,3,6,10,Thursday,1
1162,2014-03-07,2014,3,7,10,Friday,1
1163,2014-03-08,2014,3,8,10,Saturday,1
1164,2014-03-09,2014,3,9,10,Sunday,1
1165,2014-03-10,2014,3,10,11,Monday,1
1166,2014-03-11,2014,3,11,11,Tuesday,1
1167,2014-03-12,2014,3,12,11,Wednesday,1
1168,2014-03-13,2014,3,13,11,Thursday,1
1169,2014-03-14,2014,3,14,11,Friday,1
1170,2014-03-15,2014,3,15,11,Saturday,1
1171,2014-03-16,2014,3,16,11,Sunday,1
1172,2014-03-17,2014,3,17,12,Monday,1
1173,2014-03-18,2014,3,18,12,Tuesday,1
1174,2014-03-19,2014,3,19,12,Wednesday,1
1175,2014-03-20,2014,3,20,12,Thursday,1
1176,2014-03-21,2014,3,21,12,Friday,1
1177,2014-03-22,2014,3,22,12,Saturday,1
1178,2014-03-23,2014,3,23,12,Sunday,1
1179,2014-03-24,2014,3,24,13,Monday,1
1180,2014-03-25,2014,3,25,13,Tuesday,1
1181,2014-03-26,2014,3,26,13,Wednesday,1
1182,2014-03-27,2014,3,27,13,Thursday,1
1183,2014-03-28,2014,3,28,13,Friday,1
1184,2014-03-29,2014,3,29,13,Saturday,1
1185,2014-03-30,2014,3,30,13,Sunday,1
1186,2014-03-31,2014,3,31,14,Monday,1
1187,2014-04-01,2014,4,1,14,Tuesday,2
1188,2014-04-02,2014,4,2,14,Wednesday,2
1189,2014-04-03,2014,4,3,14,Thursday,2
1190,2014-04-04,2014,4,4,14,Friday,2
1191,2014-04-05,2014,4,5,14,Saturday,2
1192,2014-04-06,2014,4,6,14,Sunday,2
1193,2014-04-07,2014,4,7,15,Monday,2
1194,2014-04-08,2014,4,8,15,Tuesday,2
1195,2014-04-09,2014,4,9,15,Wednesday,2
1196,2014-04-10,2014,4,10,15,Thursday,2
1197,2014-04-11,2014,4,11,15,Friday,2
1198,2014-04-12,2014,4,12,15,Saturday,2
1199,2014-04-13,2014,4,13,15,Sunday,2
1200,2014-04-14,2014,4,14,16,Monday,2
1201,2014-04-15,2014,4,15,16,Tuesday,2
1202,2014-04-16,2014,4,16,16,Wednesday,2
1203,2014-04-17,2014,4,17,16,Thursday,2
1204,2014-04-18,2014,4,18,16,Friday,2
1205,2014-04-19,2014,4,19,16,Saturday,2
1206,2014-04-20,2014,4,20,16,Sunday,2
1207,2014-04-21,2014,4,21,17,Monday,2
1208,2014-04-22,2014,4,22,17,Tuesday,2
1209,2014-04-23,2014,4,23,17,Wednesday,2
1210,2014-04-24,2014,4,24,17,Thursday,2
1211,2014-04-25,2014,4,25,17,Friday,2
1212,2014-04-26,2014,4,26,17,Saturday,2
1213,2014-04-27,2014,4,27,17,Sunday,2
1214,2014-04-28,2014,4,28,18,Monday,2
1215,2014-04-29,2014,4,29,18,Tuesday,2
1216,2014-04-30,2014,4,30,18,Wednesday,2
1217,2014-05-01,2014,5,1,18,Thursday,2
1218,2014-05-02,2014,5,2,18,Friday,2
1219,2014-05-03,2014,5,3,18,Saturday,2
1220,2014-05-04,2014,5,4,18,Sunday,2
1221,2014-05-05,2014,5,5,19,Monday,2
1222,2014-05-06,2014,5,6,19,Tuesday,2
1223,2014-05-07,2014,5,7,19,Wednesday,2
1224,2014-05-08,2014,5,8,19,Thursday,2
1225,2014-05-09,2014,5,9,19,Friday,2
1226,2014-05-10,2014,5,10,19,Saturday,2
1227,2014-05-11,2014,5,11,19,Sunday,2
1228,2014-05-12,2014,5,12,20,Monday,2
1229,2014-05-13,2014,5,13,20,Tuesday,2
1230,2014-05-14,2014,5,14,20,Wednesday,2
1231,2014-05-15,2014,5,15,20,Thursday,2
1232,2014-05-16,2014,5,16,20,Friday,2
1233,2014-05-17,2014,5,17,20,Saturday,2
1234,2014-05-18,2014,5,18,20,Sunday,2
1235,2014-05-19,2014,5,19,21,Monday,2
1236,2014-05-20,2014,5,20,21,Tuesday,2
1237,2014-05-21,2014,5,21,21,Wednesday,2
1238,2014-05-22,2014,5,22,21,Thursday,2
1239,2014-05-23,2014,5,23,21,Friday,2
1240,2014-05-24,2014,5,24,21,Saturday,2
1241,2014-05-25,2014,5,25,21,Sunday,2
1242,2014-05-26,2014,5,26,22,Monday,2
1243,2014-05-27,2014,5,27,22,Tuesday,2
1244,2014-05-28,2014,5,28,22,Wednesday,2
1245,2014-05-29,2014,5,29,22,Thursday,2
1246,2014-05-30,2014,5,30,22,Friday,2
1247,2014-05-31,2014,5,31,22,Saturday,2
1248,2014-06-01,2014,6,1,22,Sunday,2
1249,2014-06-02,2014,6,2,23,Monday,2
1250,2014-06-03,2014,6,3,23,Tuesday,2
1251,2014-06-04,2014,6,4,23,Wednesday,2
1252,2014-06-05,2014,6,5,23,Thursday,2
1253,2014-06-06,2014,6,6,23,Friday,2
1254,2014-06-07,2014,6,7,23,Saturday,2
1255,2014-06-08,2014,6,8,23,Sunday,2
1256,2014-06-09,2014,6,9,24,Monday,2
1257,2014-06-10,2014,6,10,24,Tuesday,2
1258,2014-06-11,2014,6,11,24,Wednesday,2
1259,2014-06-12,2014,6,12,24,Thursday,2
1260,2014-06-13,2014,6,13,24,Friday,2
1261,2014-06-14,2014,6,14,24,Saturday,2
1262,2014-06-15,2014,6,15,24,Sunday,2
1263,2014-06-16,2014,6,16,25,Monday,2
1264,2014-06-17,2014,6,17,25,Tuesday,2
1265,2014-06-18,2014,6,18,25,Wednesday,2
1266,2014-06-19,2014,6,19,25,Thursday,2
1267,2014-06-20,2014,6,20,25,Friday,2
1268,2014-06-21,2014,6,21,25,Saturday,2
1269,2014-06-22,2014,6,22,25,Sunday,2
1270,2014-06-23,2014,6,23,26,Monday,2
1271,2014-06-24,2014,6,24,26,Tuesday,2
1272,2014-06-25,2014,6,25,26,Wednesday,2
1273,2014-06-26,2014,6,26,26,Thursday,2
1274,2014-06-27,2014,6,27,26,Friday,2
1275,2014-06-28,2014,6,28,26,Saturday,2
1276,2014-06-29,2014,6,29,26,Sunday,2
1277,2014-06-30,2014,6,30,27,Monday,2
1278,2014-07-01,2014,7,1,27,Tuesday,3
1279,2014-07-02,2014,7,2,27,Wednesday,3
1280,2014-07-03,2014,7,3,27,Thursday,3
1281,2014-07-04,2014,7,4,27,Friday,3
1282,2014-07-05,2014,7,5,27,Saturday,3
1283,2014-07-06,2014,7,6,27,Sunday,3
1284,2014-07-07,2014,7,7,28,Monday,3
1285,2014-07-08,2014,7,8,28,Tuesday,3
1286,2014-07-09,2014,7,9,28,Wednesday,3
1287,2014-07-10,2014,7,10,28,Thursday,3
1288,2014-07-11,2014,7,11,28,Friday,3
1289,2014-07-12,2014,7,12,28,Saturday,3
1290,2014-07-13,2014,7,13,28,Sunday,3
1291,2014-07-14,2014,7,14,29,Monday,3
1292,2014-07-15,2014,7,15,29,Tuesday,3
1293,2014-07-16,2014,7,16,29,Wednesday,3
1294,2014-07-17,2014,7,17,29,Thursday,3
1295,2014-07-18,2014,7,18,29,Friday,3
1296,2014-07-19,2014,7,19,29,Saturday,3
1297,2014-07-20,2014,7,20,29,Sunday,3
1298,2014-07-21,2014,7,21,30,Monday,3
1299,2014-07-22,2014,7,22,30,Tuesday,3
1300,2014-07-23,2014,7,23,30,Wednesday,3
1301,2014-07-24,2014,7,24,30,Thursday,3
1302,2014-07-25,2014,7,25,30,Friday,3
1303,2014-07-26,2014,7,26,30,Saturday,3
1304,2014-07-27,2014,7,27,30,Sunday,3
1305,2014-07-28,2014,7,28,31,Monday,3
1306,2014-07-29,2014,7,29,31,Tuesday,3
1307,2014-07-30,2014,7,30,31,Wednesday,3
1308,2014-07-31,2014,7,31,31,Thursday,3
1309,2014-08-01,2014,8,1,31,Friday,3
1310,2014-08-02,2014,8,2,31,Saturday,3
1311,2014-08-03,2014,8,3,31,Sunday,3
1312,2014-08-04,2014,8,4,32,Monday,3
1313,2014-08-05,2014,8,5,32,Tuesday,3
1314,2014-08-06,2014,8,6,32,Wednesday,3
1315,2014-08-07,2014,8,7,32,Thursday,3
1316,2014-08-08,2014,8,8,32,Friday,3
1317,2014-08-09,2014,8,9,32,Saturday,3
1318,2014-08-10,2014,8,10,32,Sunday,3
1319,2014-08-11,2014,8,11,33,Monday,3
1320,2014-08-12,2014,8,12,33,Tuesday,3
1321,2014-08-13,2014,8,13,33,Wednesday,3
1322,2014-08-14,2014,8,14,33,Thursday,3
1323,2014-08-15,2014,8,15,33,Friday,3
1324,2014-08-16,2014,8,16,33,Saturday,3
1325,2014-08-17,2014,8,17,33,Sunday,3
1326,2014-08-18,2014,8,18,34,Monday,3
1327,2014-08-19,2014,8,19,34,Tuesday,3
1328,2014-08-20,2014,8,20,34,Wednesday,3
1329,2014-08-21,2014,8,21,34,Thursday,3
1330,2014-08-22,2014,8,22,34,Friday,3
1331,2014-08-23,2014,8,23,34,Saturday,3
1332,2014-08-24,2014,8,24,34,Sunday,3
1333,2014-08-25,2014,8,25,35,Monday,3
1334,2014-08-26,2014,8,26,35,Tuesday,3
1335,2014-08-27,2014,8,27,35,Wednesday,3
1336,2014-08-28,2014,8,28,35,Thursday,3
1337,2014-08-29,2014,8,29,35,Friday,3
1338,2014-08-30,2014,8,30,35,Saturday,3
1339,2014-08-31,2014,8,31,35,Sunday,3
1340,2014-09-01,2014,9,1,36,Monday,3
1341,2014-09-02,2014,9,2,36,Tuesday,3
1342,2014-09-03,2014,9,3,36,Wednesday,3
1343,2014-09-04,2014,9,4,36,Thursday,3
1344,2014-09-05,2014,9,5,36,Friday,3
1345,2014-09-06,2014,9,6,36,Saturday,3
1346,2014-09-07,2014,9,7,36,Sunday,3
1347,2014-09-08,2014,9,8,37,Monday,3
1348,2014-09-09,2014,9,9,37,Tuesday,3
1349,2014-09-10,2014,9,10,37,Wednesday,3
1350,2014-09-11,2014,9,11,37,Thursday,3
1351,2014-09-12,2014,9,12,37,Friday,3
1352,2014-09-13,2014,9,13,37,Saturday,3
1353,2014-09-14,2014,9,14,37,Sunday,3
1354,2014-09-15,2014,9,15,38,Monday,3
1355,2014-09-16,2014,9,16,38,Tuesday,3
1356,2014-09-17,2014,9,17,38,Wednesday,3
1357,2014-09-18,2014,9,18,38,Thursday,3
1358,2014-09-19,2014,9,19,38,Friday,3
1359,2014-09-20,2014,9,20,38,Saturday,3
1360,2014-09-21,2014,9,21,38,Sunday,3
1361,2014-09-22,2014,9,22,39,Monday,3
1362,2014-09-23,2014,9,23,39,Tuesday,3
1363,2014-09-24,2014,9,24,39,Wednesday,3
1364,2014-09-25,2014,9,25,39,Thursday,3
1365,2014-09-26,2014,9,26,39,Friday,3
1366,2014-09-27,2014,9,27,39,Saturday,3
1367,2014-09-28,2014,9,28,39,Sunday,3
1368,2014-09-29,2014,9,29,40,Monday,3
1369,2014-09-30,2014,9,30,40,Tuesday,3
1370,2014-10-01,2014,10,1,40,Wednesday,4
1371,2014-10-02,2014,10,2,40,Thursday,4
1372,2014-10-03,2014,10,3,40,Friday,4
1373,2014-10-04,2014,10,4,40,Saturday,4
1374,2014-10-05,2014,10,5,40,Sunday,4
1375,2014-10-06,2014,10,6,41,Monday,4
1376,2014-10-07,2014,10,7,41,Tuesday,4
1377,2014-10-08,2014,10,8,41,Wednesday,4
1378,2014-10-09,2014,10,9,41,Thursday,4
1379,2014-10-10,2014,10,10,41,Friday,4
1380,2014-10-11,2014,10,11,41,Saturday,4
1381,2014-10-12,2014,10,12,41,Sunday,4
1382,2014-10-13,2014,10,13,42,Monday,4
1383,2014-10-14,2014,10,14,42,Tuesday,4
1384,2014-10-15,2014,10,15,42,Wednesday,4
1385,2014-10-16,2014,10,16,42,Thursday,4
1386,2014-10-17,2014,10,17,42,Friday,4
1387,2014-10-18,2014,10,18,42,Saturday,4
1388,2014-10-19,2014,10,19,42,Sunday,4
1389,2014-10-20,2014,10,20,43,Monday,4
1390,2014-10-21,2014,10,21,43,Tuesday,4
1391,2014-10-22,2014,10,22,43,Wednesday,4
1392,2014-10-23,2014,10,23,43,Thursday,4
1393,2014-10-24,2014,10,24,43,Friday,4
1394,2014-10-25,2014,10,25,43,Saturday,4
1395,2014-10-26,2014,10,26,43,Sunday,4
1396,2014-10-27,2014,10,27,44,Monday,4
1397,2014-10-28,2014,10,28,44,Tuesday,4
1398,2014-10-29,2014,10,29,44,Wednesday,4
1399,2014-10-30,2014,10,30,44,Thursday,4
1400,2014-10-31,2014,10,31,44,Friday,4
1401,2014-11-01,2014,11,1,44,Saturday,4
1402,2014-11-02,2014,11,2,44,Sunday,4
1403,2014-11-03,2014,11,3,45,Monday,4
1404,2014-11-04,2014,11,4,45,Tuesday,4
1405,2014-11-05,2014,11,5,45,Wednesday,4
1406,2014-11-06,2014,11,6,45,Thursday,4
1407,2014-11-07,2014,11,7,45,Friday,4
1408,2014-11-08,2014,11,8,45,Saturday,4
1409,2014-11-09,2014,11,9,45,Sunday,4
1410,2014-11-10,2014,11,10,46,Monday,4
1411,2014-11-11,2014,11,11,46,Tuesday,4
1412,2014-11-12,2014,11,12,46,Wednesday,4
1413,2014-11-13,2014,11,13,46,Thursday,4
1414,2014-11-14,2014,11,14,46,Friday,4
1415,2014-11-15,2014,11,15,46,Saturday,4
1416,2014-11-16,2014,11,16,46,Sunday,4
1417,2014-11-17,2014,11,17,47,Monday,4
1418,2014-11-18,2014,11,18,47,Tuesday,4
1419,2014-11-19,2014,11,19,47,Wednesday,4
1420,2014-11-20,2014,11,20,47,Thursday,4
1421,2014-11-21,2014,11,21,47,Friday,4
1422,2014-11-22,2014,11,22,47,Saturday,4
1423,2014-11-23,2014,11,23,47,Sunday,4
1424,2014-11-24,2014,11,24,48,Monday,4
1425,2014-11-25,2014,11,25,48,Tuesday,4
1426,2014-11-26,2014,11,26,48,Wednesday,4
1427,2014-11-27,2014,11,27,48,Thursday,4
1428,2014-11-28,2014,11,28,48,Friday,4
1429,2014-11-29,2014,11,29,48,Saturday,4
1430,2014-11-30,2014,11,30,48,Sunday,4
1431,2014-12-01,2014,12,1,49,Monday,4
1432,2014-12-02,2014,12,2,49,Tuesday,4
1433,2014-12-03,2014,12,3,49,Wednesday,4
1434,2014-12-04,2014,12,4,49,Thursday,4
1435,2014-12-05,2014,12,5,49,Friday,4
1436,2014-12-06,2014,12,6,49,Saturday,4
1437,2014-12-07,2014,12,7,49,Sunday,4
1438,2014-12-08,2014,12,8,50,Monday,4
1439,2014-12-09,2014,12,9,50,Tuesday,4
1440,2014-12-10,2014,12,10,50,Wednesday,4
1441,2014-12-11,2014,12,11,50,Thursday,4
1442,2014-12-12,2014,12,12,50,Friday,4
1443,2014-12-13,2014,12,13,50,Saturday,4
1444,2014-12-14,2014,12,14,50,Sunday,4
1445,2014-12-15,2014,12,15,51,Monday,4
1446,2014-12-16,2014,12,16,51,Tuesday,4
1447,2014-12-17,2014,12,17,51,Wednesday,4
1448,2014-12-18,2014,12,18,51,Thursday,4
1449,2014-12-19,2014,12,19,51,Friday,4
1450,2014-12-20,2014,12,20,51,Saturday,4
1451,2014-12-21,2014,12,21,51,Sunday,4
1452,2014-12-22,2014,12,22,52,Monday,4
1453,2014-12-23,2014,12,23,52,Tuesday,4
1454,2014-12-24,2014,12,24,52,Wednesday,4
1455,2014-12-25,2014,12,25,52,Thursday,4
1456,2014-12-26,2014,12,26,52,Friday,4
1457,2014-12-27,2014,12,27,52,Saturday,4
1458,2014-12-28,2014,12,28,52,Sunday,4
1459,2014-12-29,2014,12,29,1,Monday,4
1460,2014-12-30,2014,12,30,1,Tuesday,4
1461,2014-12-31,2014,12,31,1,Wednesday,4
1462,2015-01-01,2015,1,1,1,Thursday,1
1463,2015-01-02,2015,1,2,1,Friday,1
1464,2015-01-03,2015,1,3,1,Saturday,1
1465,2015-01-04,2015,1,4,1,Sunday,1
1466,2015-01-05,2015,1,5,2,Monday,1
1467,2015-01-06,2015,1,6,2,Tuesday,1
1468,2015-01-07,2015,1,7,2,Wednesday,1
